ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"LaStudio: Enable 360 Viewer","LaStudio: Swatch Type","LaStudio: Swatch Data","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
554,simple,"REF. LA-554","Puffy Eyes Treatment Instant results",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Personal Care, Skin Care",Beauty03,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-5.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
555,simple,"REF. LA-555","Eye Cream Gel - Top Influencer",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Hair Care, Makeup, Oral Care, Shave &amp; Hair Removal",Beauty03,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-6.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-5.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
556,simple,"REF. LA-556","InstaBoost Conditioning Color Masque",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Beauty, Fragrance, Personal Care, Skin Care, Tools &amp; Accessories",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
557,simple,"REF. LA-557","V Shaped Slimming Face Mask Double Chin",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Personal Care, Skin Care",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-2.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
558,simple,"REF. LA-558","ORO24KARAT Facial Peeling Gel",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Beauty, Fragrance, Makeup, Shave &amp; Hair Removal",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-3.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
559,simple,"REF. LA-559","Secret Collagen Facial Peeling Gel",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Beauty, Fragrance, Makeup, Shave &amp; Hair Removal",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-4.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
560,simple,"REF. LA-560","Lactic Acid Chemical Gel Peel Serum 10%",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Hair Care, Makeup, Oral Care, Shave &amp; Hair Removal",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-5.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
561,grouped,"REF. LA-561","Natural Skin Care Alpha Hydroxy Acid",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,,"Beauty, Fragrance, Personal Care, Skin Care, Tools &amp; Accessories",Beauty04,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m4-prod-5.jpg,,,,"LA123, LA122, REF. LA-238",,,,,0,,,,Brand,"Forever 21, HM, Lacote, Mango, Six8, Uniquilo, Versatile, Zara",1,1,Color,"Blue, Brown, Gray, Green, Orange, Purple, Red, Yellow",1,1,Size,"L, M, S, X, XL, XXL",1,1
564,simple,"REF. LA-564","Eye Cream For Dark Circles",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Beauty, Fragrance, Personal Care, Skin Care, Tools &amp; Accessories",Beauty02,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-1.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-10.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
687,variation,LA122-1,"Skin Care Yena 2020",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,,,,id:510,,,,,,0,,,,Size,,,1,Color,,,1,,,,
